# Program:featureCounts v1.6.4; Command:"featureCounts" "-T" "4" "-p" "-a" "../Hv_genome/gene_annotation/Barley_Morex_V2_gene_annotation_PGSB.all.gff3.gz" "-t" "gene" "-g" "ID" "-o" "../4_Counts/GC_GABA_ABA_geneCounts.txt" "../3_BAM/GABA_S3.STARAligned_sortedByName.bam" "../3_BAM/GABA_S2.STARAligned_sortedByName.bam" "../3_BAM/GABA_S4.STARAligned_sortedByName.bam" "../3_BAM/GABA_S1.STARAligned_sortedByName.bam" "../3_BAM/Kont_S3.STARAligned_sortedByName.bam" "../3_BAM/Kont_S2.STARAligned_sortedByName.bam" "../3_BAM/Kont_S4.STARAligned_sortedByName.bam" "../3_BAM/Kont_S1.STARAligned_sortedByName.bam" "../3_BAM/ABA_S3.STARAligned_sortedByName.bam" "../3_BAM/ABA_S2.STARAligned_sortedByName.bam" "../3_BAM/ABA_S4.STARAligned_sortedByName.bam" "../3_BAM/ABA_S1.STARAligned_sortedByName.bam" 
Geneid	../3_BAM/GABA_S3.STARAligned_sortedByName.bam	../3_BAM/GABA_S2.STARAligned_sortedByName.bam	../3_BAM/GABA_S4.STARAligned_sortedByName.bam	../3_BAM/GABA_S1.STARAligned_sortedByName.bam	../3_BAM/Kont_S3.STARAligned_sortedByName.bam	../3_BAM/Kont_S2.STARAligned_sortedByName.bam	../3_BAM/Kont_S4.STARAligned_sortedByName.bam	../3_BAM/Kont_S1.STARAligned_sortedByName.bam	../3_BAM/ABA_S3.STARAligned_sortedByName.bam	../3_BAM/ABA_S2.STARAligned_sortedByName.bam	../3_BAM/ABA_S4.STARAligned_sortedByName.bam	../3_BAM/ABA_S1.STARAligned_sortedByName.bam
HORVU.MOREX.r2.6HG0499340	220	314	314	490	363	166	425	281	239	719	573	615
HORVU.MOREX.r2.6HG0499350	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499360	0	2	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499370	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499380	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499390	3	11	2	16	20	8	10	22	3	7	0	10
HORVU.MOREX.r2.6HG0499400	514	631	676	520	832	208	829	697	426	671	534	662
HORVU.MOREX.r2.6HG0499410	0	1	1	2	0	0	1	0	0	0	0	0
HORVU.MOREX.r2.6HG0499420	20	28	25	18	15	2	17	5	2	6	11	4
HORVU.MOREX.r2.6HG0499430	14	3	14	8	6	6	11	0	0	4	8	0
HORVU.MOREX.r2.6HG0499440	8	2	1	6	5	6	8	11	0	2	8	7
HORVU.MOREX.r2.6HG0499450	5	0	8	6	4	7	13	8	2	0	4	2
HORVU.MOREX.r2.6HG0499460	4	0	4	3	3	1	13	4	5	3	5	3
HORVU.MOREX.r2.6HG0499470	1	0	5	2	8	0	5	0	0	1	3	0
HORVU.MOREX.r2.6HG0499480	1	0	7	2	5	6	6	3	1	7	2	0
HORVU.MOREX.r2.6HG0499490	6	1	3	1	0	6	12	0	0	0	4	2
HORVU.MOREX.r2.6HG0499500	12	13	15	15	14	19	31	5	11	18	14	5
HORVU.MOREX.r2.6HG0499510	12	11	5	5	9	7	20	8	7	9	11	26
HORVU.MOREX.r2.6HG0499520	0	5	0	0	7	2	4	2	0	0	1	3
HORVU.MOREX.r2.6HG0499530	107	147	128	132	138	45	123	118	59	110	72	105
HORVU.MOREX.r2.6HG0499540	16	29	40	15	61	3	62	26	32	26	33	52
HORVU.MOREX.r2.6HG0499550	0	5	0	0	0	4	0	0	3	0	0	0
HORVU.MOREX.r2.6HG0499560	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499570	241	257	233	283	528	178	424	372	307	301	356	324
HORVU.MOREX.r2.6HG0499580	3	0	0	1	0	0	0	1	4	15	0	0
HORVU.MOREX.r2.6HG0499590	11	57	23	20	21	9	16	33	4	4	10	2
HORVU.MOREX.r2.6HG0499600	267	254	336	221	279	51	184	251	96	260	240	321
HORVU.MOREX.r2.6HG0499610	1356	2168	2045	1133	1198	370	2117	1352	1484	3295	3188	4234
HORVU.MOREX.r2.6HG0499620	108	160	165	180	200	60	164	229	96	121	139	163
HORVU.MOREX.r2.6HG0499630	673	961	996	721	1147	339	1119	1292	604	786	864	997
HORVU.MOREX.r2.6HG0499640	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499650	0	0	0	0	0	0	0	0	0	0	3	0
HORVU.MOREX.r2.6HG0499660	701	831	913	569	442	196	583	611	314	480	535	451
HORVU.MOREX.r2.6HG0499670	549	656	657	17	22	1	68	110	74	104	161	280
HORVU.MOREX.r2.6HG0499680	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499700	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499710	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499720	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499730	0	0	1	0	0	2	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499740	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499750	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499760	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499770	0	2	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499780	0	1	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499790	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499800	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499810	0	7	8	2	9	1	5	11	2	0	2	0
HORVU.MOREX.r2.6HG0499820	63197	58242	46588	36640	46588	12975	63730	34428	24173	36313	64549	54684
HORVU.MOREX.r2.6HG0499830	17	12	17	11	13	8	14	9	6	15	24	48
HORVU.MOREX.r2.6HG0499840	1008	1151	981	913	971	401	1026	800	795	1421	1396	1858
HORVU.MOREX.r2.6HG0499850	102	202	165	217	140	84	208	110	468	554	757	934
HORVU.MOREX.r2.6HG0499860	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499870	2	10	11	7	20	6	11	7	3	1	12	7
HORVU.MOREX.r2.6HG0499880	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499890	0	0	1	2	1	0	2	0	0	0	0	0
HORVU.MOREX.r2.6HG0499900	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499910	595	1017	799	732	613	224	601	569	487	719	720	963
HORVU.MOREX.r2.6HG0499920	1433	1877	1541	820	1230	348	1377	623	274	521	988	848
HORVU.MOREX.r2.6HG0499930	21	36	36	25	55	20	34	38	15	49	42	94
HORVU.MOREX.r2.6HG0499940	0	0	0	0	3	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0499950	33	75	60	62	117	35	86	70	62	118	45	96
HORVU.MOREX.r2.6HG0499960	381	286	285	134	236	65	300	254	79	165	236	141
HORVU.MOREX.r2.6HG0499970	0	0	0	0	0	0	0	0	0	0	1	0
HORVU.MOREX.r2.6HG0499980	75	64	78	43	116	27	86	96	21	54	71	69
HORVU.MOREX.r2.6HG0499990	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500000	841	1138	1329	1880	1469	805	1634	430	1008	1065	1675	1125
HORVU.MOREX.r2.6HG0500010	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500020	238	329	347	343	286	149	358	323	165	332	311	362
HORVU.MOREX.r2.6HG0500030	701	994	1077	940	1305	507	1028	803	711	970	855	980
HORVU.MOREX.r2.6HG0500040	30	59	67	42	21	4	17	49	18	36	12	34
HORVU.MOREX.r2.6HG0500050	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500060	116	159	191	198	244	70	194	155	105	108	170	168
HORVU.MOREX.r2.6HG0500070	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500080	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500090	0	0	2	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500110	3783	5286	4617	2772	2140	1639	2329	3257	247	505	772	622
HORVU.MOREX.r2.6HG0500120	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500130	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500140	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500150	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500160	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500170	66	88	94	194	378	121	232	194	33	31	54	53
HORVU.MOREX.r2.6HG0500180	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500190	2547	2740	2709	2161	2276	894	2437	1740	1465	2049	2773	2636
HORVU.MOREX.r2.6HG0500200	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500210	3263	3296	3259	2623	3220	1533	4491	3059	2461	4684	6260	5263
HORVU.MOREX.r2.6HG0500220	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500230	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500240	4	1	0	0	6	2	5	3	2	6	3	11
HORVU.MOREX.r2.6HG0500250	10	0	2	0	0	1	5	0	50	219	357	402
HORVU.MOREX.r2.6HG0500260	51	136	81	87	168	75	239	248	337	722	1065	1274
HORVU.MOREX.r2.6HG0500270	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500280	1077	1651	1369	1223	1838	1137	1518	1398	823	1115	1374	1215
HORVU.MOREX.r2.6HG0500290	1	0	0	0	0	0	0	1	0	0	0	4
HORVU.MOREX.r2.6HG0500300	590	775	880	950	1590	476	1409	1006	563	869	1045	1065
HORVU.MOREX.r2.6HG0500310	1618	1879	1804	1857	2161	826	2088	1294	1255	1530	2127	1805
HORVU.MOREX.r2.6HG0500320	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500330	1	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500340	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500350	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500360	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500370	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500380	49	63	37	68	112	43	62	113	54	53	57	84
HORVU.MOREX.r2.6HG0500390	11	33	5	15	9	94	20	175	75	69	87	35
HORVU.MOREX.r2.6HG0500400	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500410	161	155	195	31	27	12	79	97	39	40	28	31
HORVU.MOREX.r2.6HG0500420	519	1001	779	496	209	173	435	253	63	85	72	124
HORVU.MOREX.r2.6HG0500430	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500440	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500450	972	1289	1428	1224	1685	871	1753	1131	930	1214	1367	1443
HORVU.MOREX.r2.6HG0500460	51	115	59	226	195	514	173	153	444	145	233	86
HORVU.MOREX.r2.6HG0500470	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500480	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500490	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500500	108	147	167	205	293	79	253	157	128	49	136	106
HORVU.MOREX.r2.6HG0500510	1760	1921	1771	1716	1577	843	1603	1068	660	1035	1047	905
HORVU.MOREX.r2.6HG0500520	21	24	23	1	2	0	16	8	3	3	9	4
HORVU.MOREX.r2.6HG0500530	43	64	57	68	46	22	45	31	18	25	35	22
HORVU.MOREX.r2.6HG0500540	156	166	167	161	91	26	133	74	77	188	174	248
HORVU.MOREX.r2.6HG0500550	0	0	0	0	0	0	0	3	0	0	0	0
HORVU.MOREX.r2.6HG0500560	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500570	959	1192	1257	978	913	265	1055	892	596	687	897	832
HORVU.MOREX.r2.6HG0500580	0	0	1	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500590	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500600	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500610	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500620	6	15	19	17	17	8	20	57	39	75	30	101
HORVU.MOREX.r2.6HG0500630	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500640	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500650	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500660	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500670	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500680	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500690	43	57	35	64	69	40	35	46	27	33	37	59
HORVU.MOREX.r2.6HG0500700	21	13	8	21	26	6	21	16	15	14	10	7
HORVU.MOREX.r2.6HG0500710	84	79	98	73	73	38	54	52	24	63	61	63
HORVU.MOREX.r2.6HG0500720	186	287	264	310	368	146	382	292	158	264	328	334
HORVU.MOREX.r2.6HG0500730	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500740	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500750	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500760	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500770	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500780	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500790	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500800	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500810	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500820	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500830	504	995	773	854	908	661	829	597	482	370	505	455
HORVU.MOREX.r2.6HG0500840	1098	1542	1312	1409	1525	501	1260	1103	688	1086	1069	1213
HORVU.MOREX.r2.6HG0500850	136	183	174	131	157	46	155	140	115	96	156	115
HORVU.MOREX.r2.6HG0500860	406	579	447	515	715	225	509	551	357	222	388	371
HORVU.MOREX.r2.6HG0500870	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500880	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500890	1146	1766	1287	3191	1408	876	867	244	920	207	383	235
HORVU.MOREX.r2.6HG0500900	101	107	160	167	85	127	145	79	17	182	162	62
HORVU.MOREX.r2.6HG0500910	4	1	0	0	8	0	1	0	4	4	0	2
HORVU.MOREX.r2.6HG0500920	288	374	428	344	368	165	350	268	197	269	312	252
HORVU.MOREX.r2.6HG0500930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500940	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500950	540	935	1415	2241	1491	1499	1211	561	419	429	619	437
HORVU.MOREX.r2.6HG0500960	1726	3107	2610	1952	1223	861	1578	1602	1133	2144	2203	2665
HORVU.MOREX.r2.6HG0500970	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0500990	0	1	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501000	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501010	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501020	12	37	19	110	13	14	27	7	19	13	33	8
HORVU.MOREX.r2.6HG0501030	48	78	53	14	29	31	42	13	4	25	31	6
HORVU.MOREX.r2.6HG0501040	914	1520	1363	896	833	385	940	721	393	619	777	620
HORVU.MOREX.r2.6HG0501050	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501060	2879	3928	4108	1378	706	327	923	926	573	825	1065	1059
HORVU.MOREX.r2.6HG0501070	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501080	4	2	3	5	0	2	4	5	2	0	6	0
HORVU.MOREX.r2.6HG0501090	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501110	328	701	577	719	848	348	502	195	726	162	503	168
HORVU.MOREX.r2.6HG0501120	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501130	0	0	0	0	0	0	2	0	0	0	0	0
HORVU.MOREX.r2.6HG0501140	81	154	215	78	84	25	85	86	40	50	71	32
HORVU.MOREX.r2.6HG0501150	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501160	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501170	0	7	0	0	5	1	0	0	2	0	0	0
HORVU.MOREX.r2.6HG0501180	782	1053	1028	827	580	230	685	458	372	567	716	729
HORVU.MOREX.r2.6HG0501190	1001	1199	1788	749	3149	797	2066	770	1919	1469	2440	2118
HORVU.MOREX.r2.6HG0501200	0	0	0	0	0	0	0	0	0	0	3	0
HORVU.MOREX.r2.6HG0501210	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501220	0	0	0	1	1	0	1	5	0	13	6	5
HORVU.MOREX.r2.6HG0501230	166	194	120	124	311	93	209	717	376	1456	784	1364
HORVU.MOREX.r2.6HG0501240	158	273	175	9	4	0	5	0	6	2	16	5
HORVU.MOREX.r2.6HG0501250	108	247	191	184	176	80	237	180	171	243	274	290
HORVU.MOREX.r2.6HG0501260	3	6	1	3	0	0	0	2	4	14	4	10
HORVU.MOREX.r2.6HG0501270	1	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501280	422	464	197	39	9	3	15	2	12	23	66	164
HORVU.MOREX.r2.6HG0501290	369	403	396	406	486	141	422	277	364	583	520	566
HORVU.MOREX.r2.6HG0501300	64	56	79	85	109	43	92	70	25	108	63	77
HORVU.MOREX.r2.6HG0501310	0	0	0	1	1	1	0	0	0	0	0	2
HORVU.MOREX.r2.6HG0501320	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501330	106	148	139	148	224	86	189	38	168	49	189	56
HORVU.MOREX.r2.6HG0501340	555	766	584	988	514	162	546	73	200	66	387	94
HORVU.MOREX.r2.6HG0501350	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501360	0	0	0	1	1	0	0	0	0	1	0	0
HORVU.MOREX.r2.6HG0501370	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501380	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501390	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501400	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501410	417	753	679	491	592	275	317	396	150	122	186	149
HORVU.MOREX.r2.6HG0501420	0	0	0	0	2	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501430	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501440	32	45	26	17	12	1	9	2	25	52	104	43
HORVU.MOREX.r2.6HG0501450	108	100	131	83	77	23	65	92	19	97	85	96
HORVU.MOREX.r2.6HG0501460	259	190	281	169	155	61	157	116	36	266	275	204
HORVU.MOREX.r2.6HG0501470	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501480	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501490	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501500	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501510	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501520	834	1126	996	999	1447	673	1374	922	1087	1041	1321	1363
HORVU.MOREX.r2.6HG0501530	1263	1847	1668	1047	1018	355	890	1059	650	871	902	1018
HORVU.MOREX.r2.6HG0501540	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501550	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501560	16	12	19	14	23	6	9	15	0	1	14	15
HORVU.MOREX.r2.6HG0501570	1	6	0	2	7	8	30	0	0	1	0	0
HORVU.MOREX.r2.6HG0501580	0	4	3	0	18	10	36	13	5	1	3	5
HORVU.MOREX.r2.6HG0501590	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501600	79	64	83	73	16	13	9	27	30	42	55	78
HORVU.MOREX.r2.6HG0501610	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501620	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501630	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501640	1	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501650	9	7	13	22	1	0	1	0	13	6	0	7
HORVU.MOREX.r2.6HG0501660	1142	1355	1627	1523	1382	481	1689	791	441	717	626	635
HORVU.MOREX.r2.6HG0501670	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501680	150	169	237	194	271	79	222	243	127	207	198	177
HORVU.MOREX.r2.6HG0501690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501700	1	1	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501710	24	88	84	347	53	29	64	39	44	56	49	58
HORVU.MOREX.r2.6HG0501720	9	26	31	36	18	6	10	8	0	0	0	0
HORVU.MOREX.r2.6HG0501730	1092	1618	1225	744	364	207	387	270	191	333	572	489
HORVU.MOREX.r2.6HG0501740	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501750	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501760	0	0	0	1	0	0	0	0	0	1	0	0
HORVU.MOREX.r2.6HG0501770	22	16	51	13	27	14	23	29	17	21	24	18
HORVU.MOREX.r2.6HG0501780	2353	3795	3912	3648	2895	2680	3936	2175	2262	2076	2767	2442
HORVU.MOREX.r2.6HG0501790	1	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501800	345	335	508	249	230	123	308	218	135	181	209	181
HORVU.MOREX.r2.6HG0501810	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501820	0	2	0	1	0	3	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501830	297	443	533	582	395	197	530	531	341	520	633	525
HORVU.MOREX.r2.6HG0501840	2	0	5	8	0	1	14	0	2	7	1	0
HORVU.MOREX.r2.6HG0501850	3312	3780	3768	3054	3191	1306	3199	3191	1403	2040	2014	2382
HORVU.MOREX.r2.6HG0501860	880	1022	1035	869	893	235	879	919	626	1008	912	1033
HORVU.MOREX.r2.6HG0501870	73	82	139	109	118	39	130	136	219	187	230	250
HORVU.MOREX.r2.6HG0501880	1250	1718	1763	1379	1780	690	1465	1547	1174	1644	1461	1990
HORVU.MOREX.r2.6HG0501890	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501900	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501910	0	0	2	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501920	0	2	0	0	0	0	0	1	0	0	0	2
HORVU.MOREX.r2.6HG0501930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501940	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501950	9	11	11	13	1	1	18	12	4	24	25	26
HORVU.MOREX.r2.6HG0501960	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501970	2745	4830	3327	3877	1951	523	1909	1464	2188	4621	5569	6985
HORVU.MOREX.r2.6HG0501980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0501990	0	0	0	0	0	0	0	0	0	1	0	0
HORVU.MOREX.r2.6HG0502000	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502010	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502020	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502030	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502040	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502050	75	149	82	146	63	28	36	27	29	26	33	24
HORVU.MOREX.r2.6HG0502060	1678	2215	2122	1839	3162	847	2567	1408	1984	1822	2050	2636
HORVU.MOREX.r2.6HG0502070	276	343	420	334	498	136	413	372	239	377	420	414
HORVU.MOREX.r2.6HG0502080	156	206	221	150	226	127	198	180	143	167	189	216
HORVU.MOREX.r2.6HG0502090	1	9	5	4	0	0	0	0	2	16	20	35
HORVU.MOREX.r2.6HG0502100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502110	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502120	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502130	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502140	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502150	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502160	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502170	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502180	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502190	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502200	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502210	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502220	338	400	448	334	547	240	427	379	287	607	367	814
HORVU.MOREX.r2.6HG0502230	1518	1522	1643	1514	1496	497	1426	897	726	1192	1499	1126
HORVU.MOREX.r2.6HG0502240	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502250	0	0	0	0	0	0	0	0	0	0	0	0
